"","season","team1","team2","dif.score","dif.fgm","dif.fga","dif.fgm3","dif.fga3","dif.ftm","dif.fta","dif.or","dif.dr","dif.ast","dif.to","dif.stl","dif.blk","dif.pf"
"1",2003,1411,1421,-8,0.354022988505697,-1.5264367816092,-0.54942528735632,0.5,1.4344827586207,7.1356321839081,0.8908045977012,1.6275862068966,1.1655172413793,-0.973563218390799,-0.63563218390805,-0.76666666666667,-0.803448275862099
"2",2003,1112,1436,29,5.493842364532,9.85221674876849,1.75985221674877,4.5886699507389,4.6736453201971,5.448275862069,2.2130541871921,1.9187192118226,3.435960591133,0.7167487684729,1.60221674876847,1.2487684729064,1.8534482758621
"3",2003,1113,1272,13,0.931034482758601,-3.1034482758621,-3,-7.4827586206897,2.5862068965517,3.3103448275862,-0.3793103448276,-2.6551724137931,-1.0689655172414,0.2068965517241,-2.17241379310345,-0.82758620689655,0.6551724137931
"4",2003,1141,1166,6,-2.0762800417973,-4.7648902821317,-1.14211076280042,-2.5538140020899,5.3970741901776,5.1421107628004,-0.292580982236201,0.0940438871472971,-1.1974921630094,4.8777429467084,-1.29049111807732,-0.45454545454545,3.692789968652
"5",2003,1143,1301,2,3.0114942528736,5.3908045977012,-1.55287356321839,-5.4655172413793,-2.3873563218391,-0.949425287356402,1.50804597701147,2.3459770114943,1.3333333333333,-0.0275862068965989,-1.21494252873564,-0.27356321839081,-1.5632183908046
"6",2003,1140,1163,-5,-5.5010752688172,-10.941935483871,0.1268817204301,0.429032258064499,3.2935483870968,2.0612903225806,-3.8956989247312,-3.4806451612903,-2.2139784946236,-2.058064516129,1.00215053763441,-5.21720430107527,3.0193548387097
"7",2003,1161,1181,-10,-0.966666666666701,-8.2333333333333,-3.13333333333333,-9.0333333333333,-2.9,-3.8,-2.9666666666667,0.366666666666699,1.6666666666667,2.1,-3.16666666666667,-0.9,-0.700000000000003
"8",2003,1153,1211,-5,-3.1716589861752,1.2269585253456,-0.482718894009221,0.435483870967701,-2.9170506912442,-3.1094470046083,0.2073732718894,-1.9297235023042,-3.4562211981567,-3.9412442396313,-1.6278801843318,0.73387096774194,0.3191244239631
"9",2003,1228,1443,5,1.3903225806452,-0.103225806451604,-0.27634408602151,-0.8655913978494,-0.1677419354839,-1.9967741935484,-2.42795698924727,2.141935483871,4.0731182795699,-1.9946236559139,-0.0645161290322598,-0.44838709677419,0.6817204301075
"10",2003,1242,1429,3,6.5333333333333,10.3666666666667,0.76666666666667,2,1.5333333333334,3.9,1.6666666666667,4.5333333333333,2.8333333333333,2.6666666666667,5.06666666666663,2.9,0.599999999999998
"11",2003,1221,1266,-4,-3.0073891625616,-3.5258620689655,-0.47536945812808,-0.491379310344801,-2.557881773399,-1.4692118226601,-1.0381773399015,0.238916256157598,-0.907635467980301,0.35960591133,1.96551724137931,0.83990147783251,-0.263546798029498
"12",2003,1281,1356,1,-1.2053763440861,1.32688172043009,1.38387096774194,5.1344086021506,-1.7322580645161,-1.2387096774194,2.6505376344086,3.4365591397849,0.1752688172043,1.1129032258065,-2.25698924731183,1.12258064516129,-2.4623655913978
"13",2003,1323,1454,1,-0.0408602150538009,3.0440860215054,0.52365591397849,-0.0258064516129011,2.5548387096774,1.4053763440861,-0.146236559139799,3.8709677419355,-0.1967741935484,-2.0924731182796,-1.34838709677419,2.04516129032258,-3.9075268817204
"14",2003,1328,1354,17,0.466666666666701,2.1666666666666,2.3,3.5,-4.8666666666666,-7.2,-0.8333333333334,0.699999999999999,3.9,-7.6666666666667,-1.06666666666667,0.86666666666667,-2.1333333333333
"15",2003,1360,1390,-8,-0.4308755760369,-4.4965437788018,-0.0069124423963105,-1.3513824884792,3.2891705069125,5.5472350230415,-2.2062211981567,1.2281105990784,1.7476958525345,3.8559907834101,-0.12327188940092,0.0737327188940102,1.626728110599
"16",2003,1173,1409,-13,-1.9043381535038,-2.825361512792,0.87208008898777,2.5394883203559,2.2135706340378,3.4060066740824,2.3214682981091,-2.6340378197998,0.432703003337,-1.0122358175751,-2.20133481646273,-2.06896551724138,0.263626251390402
"17",2003,1451,1458,-7,-0.413793103448302,-1.0344827586207,-0.13793103448276,0.827586206896498,4.4482758620689,6.2413793103448,0.034482758620701,0.206896551724199,0.965517241379301,1.9310344827587,-0.20689655172414,-2.17241379310345,4.0344827586206
"18",2003,1120,1386,2,1.4586206896552,0.286206896551704,-2.40114942528736,-5.5287356321839,-1.0367816091954,-0.921839080459801,0.760919540229899,-1.5712643678161,-0.6,2.9689655172414,0.82643678160919,-0.58505747126436,-2.3919540229885
"19",2003,1139,1280,1,-2.2643678160919,-5.14482758620689,2.91609195402298,5.6620689655172,0.0321839080460009,-1.0816091954023,-4.83908045977015,-4.2206896551724,-1.5344827586207,-5.219540229885,-2.38850574712643,-1.87126436781609,0.168965517241398
"20",2003,1196,1358,30,2.6391875746714,3.1457586618877,2.19593787335723,4.0549581839904,-3.3488649940263,-4.5830346475508,0.0286738351253994,-1.704898446834,0.8267622461171,-2.3166069295102,-0.0406212664277108,-1.4958183990442,-2.689366786141
"21",2003,1104,1231,-5,0.598214285714299,2.2410714285714,-1.17410714285714,-1.7678571428571,-1.2678571428571,-1.6964285714286,2.3526785714286,-1.6964285714286,-1.7053571428571,1.7857142857143,2.16964285714286,-1.55803571428571,-0.0267857142857011
"22",2003,1237,1246,-31,-4.03125,-4.46875,0.59375,2,1.1875,1.84375,-1.1875,-3.25,-2.8125,1.84375,0.375,-3.28125,1.96875
"23",2003,1122,1257,-22,-4.4111111111111,-8.7592592592592,-2.43333333333333,-6.2148148148148,-0.874074074074102,-1.1,-2.5703703703704,-0.877777777777801,-3.1925925925926,1.8555555555555,-0.16296296296296,-0.0666666666666602,-4
"24",2003,1268,1423,2,3.3952380952381,6.9571428571429,-0.0166666666666702,-1.4357142857143,2.6452380952381,3.3714285714286,3.78333333333333,3.6166666666667,4.2261904761904,2.6404761904762,1.6928571428571,4.70714285714286,0.566666666666698
"25",2003,1160,1277,-15,4.1612903225807,10.2258064516129,0.0645161290322598,1.8709677419355,-0.0967741935483986,1.8064516129032,3.8064516129032,3.7096774193549,-0.225806451613,-0.548387096774199,-0.25806451612903,2.93548387096774,-2.3225806451613
"26",2003,1329,1335,14,0.6551724137931,3.8952745849298,-4.13793103448276,-8.8863346104726,1.3665389527458,3.5670498084291,3.04597701149427,-0.116219667943803,-2.6104725415071,1.6551724137931,1.60791826309067,3.43805874840357,2.360153256705
"27",2003,1338,1447,26,-0.359139784946201,-4.1774193548387,-0.66559139784946,-0.555913978494598,0.435483870967699,3.5096774193548,-0.699999999999999,3.0118279569893,1.6698924731183,0.132258064516099,0.55053763440861,1.29354838709677,0.386021505376402
"28",2003,1261,1345,-24,3.0564516129032,0.671658986175196,1.63479262672811,2.0806451612903,-6.2718894009216,-5.6290322580645,0.2200460829494,1.0518433179724,4.1370967741935,0.0495391705069004,0.82142857142857,1.23271889400922,-3.4665898617512
"29",2003,1264,1393,-11,-3.3103448275862,-4.6551724137931,0.27586206896552,-0.0344827586205998,2.4137931034483,0.275862068965502,-3,-3.5862068965517,-1.1034482758621,0.586206896551699,0.86206896551724,-3.37931034482759,5.3448275862069
