"","score.2014","fgm.2014","fga.2014","fgm3.2014","fga3.2014","ftm.2014","fta.2014","or.2014","dr.2014","ast.2014","to.2014","stl.2014","blk.2014","pf.2014","score.2013","fgm.2013","fga.2013","fgm3.2013","fga3.2013","ftm.2013","fta.2013","or.2013","dr.2013","ast.2013","to.2013","stl.2013","blk.2013","pf.2013","score.2012","fgm.2012","fga.2012","fgm3.2012","fga3.2012","ftm.2012","fta.2012","or.2012","dr.2012","ast.2012","to.2012","stl.2012","blk.2012","pf.2012","score.2011","fgm.2011","fga.2011","fgm3.2011","fga3.2011","ftm.2011","fta.2011","or.2011","dr.2011","ast.2011","to.2011","stl.2011","blk.2011","pf.2011","score.2010","fgm.2010","fga.2010","fgm3.2010","fga3.2010","ftm.2010","fta.2010","or.2010","dr.2010","ast.2010","to.2010","stl.2010","blk.2010","pf.2010","score.2009","fgm.2009","fga.2009","fgm3.2009","fga3.2009","ftm.2009","fta.2009","or.2009","dr.2009","ast.2009","to.2009","stl.2009","blk.2009","pf.2009","score.2008","fgm.2008","fga.2008","fgm3.2008","fga3.2008","ftm.2008","fta.2008","or.2008","dr.2008","ast.2008","to.2008","stl.2008","blk.2008","pf.2008","score.2007","fgm.2007","fga.2007","fgm3.2007","fga3.2007","ftm.2007","fta.2007","or.2007","dr.2007","ast.2007","to.2007","stl.2007","blk.2007","pf.2007","score.2006","fgm.2006","fga.2006","fgm3.2006","fga3.2006","ftm.2006","fta.2006","or.2006","dr.2006","ast.2006","to.2006","stl.2006","blk.2006","pf.2006","score.2005","fgm.2005","fga.2005","fgm3.2005","fga3.2005","ftm.2005","fta.2005","or.2005","dr.2005","ast.2005","to.2005","stl.2005","blk.2005","pf.2005","score.2004","fgm.2004","fga.2004","fgm3.2004","fga3.2004","ftm.2004","fta.2004","or.2004","dr.2004","ast.2004","to.2004","stl.2004","blk.2004","pf.2004","score.2003","fgm.2003","fga.2003","fgm3.2003","fga3.2003","ftm.2003","fta.2003","or.2003","dr.2003","ast.2003","to.2003","stl.2003","blk.2003","pf.2003"
"1101",63.1428571428571,20.3333333333333,50.1428571428571,6.66666666666667,17.8571428571429,15.8095238095238,21.1904761904762,8,20.3333333333333,10,15,5.76190476190476,1.47619047619048,21.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102",64.5714285714286,22.0714285714286,51.8214285714286,7.14285714285714,21.7142857142857,13.2857142857143,19.25,8.71428571428571,22.8571428571429,13.3928571428571,13.4642857142857,5.28571428571429,2.96428571428571,18.8928571428571,68.9285714285714,24.3928571428571,51.7857142857143,8.32142857142857,21.8571428571429,11.8214285714286,16.25,6.85714285714286,22.1785714285714,15.5,11.9285714285714,6.21428571428571,1.71428571428571,17.6071428571429,60.6666666666667,20.8888888888889,47,6.25925925925926,18.7777777777778,12.6296296296296,18.5185185185185,5.85185185185185,22.2962962962963,13.3703703703704,13,6.25925925925926,2.96296296296296,17,64.25,22.4285714285714,47.8571428571429,6.67857142857143,17.75,12.7142857142857,18.1428571428571,5.85714285714286,22.4285714285714,15.4285714285714,11.9285714285714,6.21428571428571,2.53571428571429,17.4285714285714,55.6206896551724,20,45.5862068965517,5.62068965517241,18.1034482758621,10,15.6896551724138,6.75862068965517,19.8620689655172,12.2758620689655,12.7931034482759,4.82758620689655,1.51724137931034,17.551724137931,57.4137931034483,19.1724137931034,44.0689655172414,6.51724137931035,17.5862068965517,12.551724137931,18.6206896551724,6.93103448275862,20.8965517241379,11.8965517241379,13.551724137931,5.06896551724138,2.17241379310345,17.7931034482759,57.5714285714286,18.5357142857143,42.3928571428571,7.10714285714286,18.9285714285714,13.3928571428571,19.2857142857143,5.25,21.3571428571429,11.9285714285714,12.6785714285714,6.17857142857143,1.78571428571429,17.1785714285714,68.5,22.8,46.9333333333333,9.06666666666667,22.4666666666667,13.8333333333333,18.2,6.46666666666667,20.8666666666667,15.0333333333333,10.1666666666667,6.26666666666667,1.46666666666667,15.1666666666667,63.5,21.9285714285714,45.5714285714286,8.60714285714286,21.6785714285714,11.0357142857143,14.7857142857143,6.78571428571429,17.7857142857143,14.1785714285714,10.9285714285714,8,2.10714285714286,15.3928571428571,61.2413793103448,21.4137931034483,47.7241379310345,8.89655172413793,24.4137931034483,9.51724137931035,13.0689655172414,7.62068965517241,15.4137931034483,13.6551724137931,10.0689655172414,8.79310344827586,1.72413793103448,16.4827586206897,60.1785714285714,20.2857142857143,42.0357142857143,8.46428571428571,22.2142857142857,11.1428571428571,15.7142857142857,6.14285714285714,15.3571428571429,13.25,10.7857142857143,7.78571428571429,2.35714285714286,16.6428571428571,57.25,19.1428571428571,39.7857142857143,7.82142857142857,20.8214285714286,11.1428571428571,17.1071428571429,4.17857142857143,16.8214285714286,13,11.4285714285714,5.96428571428571,1.78571428571429,18.75
"1103",67.9090909090909,23.5454545454545,54.5151515151515,7.09090909090909,20.3939393939394,13.7272727272727,22.2121212121212,12.3030303030303,22.6666666666667,11.1515151515152,13.2121212121212,6.60606060606061,4.21212121212121,17.8181818181818,71.9354838709677,25.7741935483871,56.9354838709677,6.93548387096774,20.8709677419355,13.4516129032258,20.9354838709677,13.0322580645161,24.7741935483871,15,13.741935483871,7.12903225806452,5.58064516129032,18,71.46875,25.09375,54.40625,5.90625,16.125,15.375,22.25,11.28125,23.75,13.71875,14.34375,7.3125,4.3125,18.3125,69.9705882352941,24.5882352941176,57.2058823529412,7.88235294117647,21.8823529411765,12.9117647058824,18.2352941176471,10.0588235294118,24.2058823529412,14.3529411764706,12.0294117647059,6.44117647058824,3.41176470588235,19.2352941176471,71.030303030303,25.0909090909091,57.6363636363636,6.60606060606061,19.5151515151515,14.2424242424242,21.3939393939394,13.4545454545455,22.6969696969697,13.5151515151515,13.6666666666667,6.24242424242424,3.18181818181818,19.8787878787879,66.4117647058823,22.5882352941176,54.2647058823529,7.11764705882353,21.6176470588235,14.1176470588235,19.7352941176471,11.7352941176471,21.3529411764706,12.1176470588235,13.7352941176471,7.64705882352941,2.26470588235294,20.6176470588235,71.2424242424242,23.8484848484848,53.7575757575758,8.36363636363636,21.7272727272727,15.1818181818182,21.4545454545455,11.1818181818182,20.2424242424242,13.4545454545455,12.7575757575758,7.06060606060606,2.78787878787879,19.5757575757576,74.625,27.03125,55.96875,7.21875,18.375,13.34375,19.84375,12,22.96875,15.03125,12.4375,7.71875,4.375,18.75,71.4666666666667,24.3333333333333,54.2333333333333,7.5,21,15.3,21.0333333333333,11,22.1333333333333,15.6333333333333,12.5666666666667,6.03333333333333,2.96666666666667,18.9666666666667,71.6071428571429,24.7857142857143,55.7857142857143,8.14285714285714,21.3571428571429,13.8928571428571,20.3571428571429,10.2857142857143,23.0714285714286,16.1071428571429,13.3571428571429,6.75,3.85714285714286,18.8214285714286,71.75,24.8571428571429,53.2857142857143,6.17857142857143,17.0357142857143,15.8571428571429,24.5714285714286,11.2142857142857,22.3571428571429,15.1071428571429,14.6071428571429,7.39285714285714,2.53571428571429,19.4642857142857,78.7777777777778,27.1481481481481,55.8518518518519,5.44444444444444,16.0740740740741,19.037037037037,25.8518518518519,9.77777777777778,19.9259259259259,15.2222222222222,12.6296296296296,7.25925925925926,2.33333333333333,19.8518518518519
"1104",66.7096774193548,22.7096774193548,51.8064516129032,5.74193548387097,17.258064516129,15.5483870967742,22.7741935483871,9.90322580645161,22.5806451612903,10.7741935483871,11.8387096774194,6.74193548387097,4.2258064516129,19.1612903225806,62.59375,22.3125,52.0625,5.5,16.34375,12.46875,17.90625,10.4375,21.96875,10.46875,12.46875,8.21875,4.46875,17.5,64.9375,23.625,52.3125,4.03125,14.15625,13.65625,19.09375,10.8125,24.375,12.28125,12.9375,7.3125,4.15625,18.40625,66.65625,24.875,55.90625,4.09375,13.71875,12.8125,17.71875,12.59375,24.0625,12.40625,14.1875,9.25,5.21875,18.40625,68.5,24.71875,56.0625,5.46875,15.625,13.59375,19.21875,12.0625,23.125,13.40625,12.8125,7.78125,3.96875,18.21875,72.8333333333333,25.9666666666667,59.4333333333333,4.83333333333333,14.6333333333333,16.0666666666667,22.8,14.0333333333333,25.7333333333333,11.1666666666667,14.8,7,4.66666666666667,17.3333333333333,75.2727272727273,27.7878787878788,60.9090909090909,7.03030303030303,19.3939393939394,12.6666666666667,20.4242424242424,13.5757575757576,24.6060606060606,15.6060606060606,13,7.45454545454545,4.48484848484848,16.7575757575758,73.6129032258064,26.2258064516129,57.2903225806452,6.45161290322581,17.4838709677419,14.7096774193548,20.7741935483871,13.3548387096774,25.3548387096774,13.1290322580645,13.6774193548387,5.58064516129032,5.25806451612903,14,69.9655172413793,24.5172413793103,54.0689655172414,5.51724137931035,16.2413793103448,15.4137931034483,21.8275862068966,12.5172413793103,24.4827586206897,12.2068965517241,13.5172413793103,6.3448275862069,5.03448275862069,13.8275862068966,75.4333333333333,25.3666666666667,52.6666666666667,7.63333333333333,19.5666666666667,17.0666666666667,23.2666666666667,10.2333333333333,26.4666666666667,13.8333333333333,12.6666666666667,5.2,4.43333333333333,14.7333333333333,72.2068965517241,24.8965517241379,55,7.13793103448276,18.6206896551724,15.2758620689655,21.8620689655172,11.3103448275862,24,11.8620689655172,13.2758620689655,6.44827586206897,3.10344827586207,18.3448275862069,69.2857142857143,24.0357142857143,57.1785714285714,6.35714285714286,19.8571428571429,14.8571428571429,20.9285714285714,13.5714285714286,23.9285714285714,12.1071428571429,13.2857142857143,6.60714285714286,3.78571428571429,18.0357142857143
"1105",63.8214285714286,21.5357142857143,53.1071428571429,6.10714285714286,18.8928571428571,14.6428571428571,22.0714285714286,9.82142857142857,23.8214285714286,12.5357142857143,13.25,6.03571428571429,4.07142857142857,21.9642857142857,61.5862068965517,21.9310344827586,55.6206896551724,4.82758620689655,16.6896551724138,12.8965517241379,20.551724137931,11.8620689655172,23.448275862069,11.3793103448276,14.1724137931034,5.48275862068965,3.3448275862069,17.448275862069,61.1153846153846,21.6923076923077,53.8846153846154,5.26923076923077,16.6538461538462,12.4615384615385,19.1153846153846,10.9230769230769,22.5384615384615,10.6153846153846,16.2692307692308,6.15384615384615,4,22.4615384615385,62.8,22.16,55.8,4.28,15,14.2,22.76,11.88,24.68,11.6,15.88,8.56,5.28,20,63.8260869565217,21.1739130434783,57.1739130434783,3.82608695652174,13.5652173913043,17.6521739130435,27.5217391304348,13.9565217391304,21.6086956521739,9.69565217391304,15.9130434782609,9.39130434782609,5.21739130434783,20.6521739130435,64,22.2916666666667,57.2916666666667,4.5,16.7916666666667,14.9166666666667,22.6666666666667,12.2916666666667,22.2916666666667,10.6666666666667,16.2083333333333,8.04166666666667,3.45833333333333,20.3333333333333,64.1923076923077,21.5,56.5,6,18.2307692307692,15.1923076923077,22.1153846153846,12.6538461538462,22.5769230769231,9.61538461538461,16.0384615384615,7.19230769230769,5.65384615384615,18.8076923076923,60.0384615384615,20.7692307692308,55.1153846153846,4.73076923076923,18.0384615384615,13.7692307692308,21.6923076923077,11.0384615384615,23.7307692307692,10.1153846153846,17.8461538461538,6.73076923076923,7.65384615384615,20.3076923076923,73.9565217391304,25.5217391304348,61.1304347826087,6.26086956521739,19.4347826086957,16.6521739130435,25.5217391304348,12.9130434782609,25.4347826086957,12.1304347826087,15.6521739130435,8.21739130434783,5.73913043478261,19.695652173913,69.0689655172414,23.6551724137931,59,6.10344827586207,20.2413793103448,15.6551724137931,25.5172413793103,12.9310344827586,24.3103448275862,13.1379310344828,15.2413793103448,10.6206896551724,3.86206896551724,19.3448275862069,69.7931034482759,23.6206896551724,57.8965517241379,6.20689655172414,19.551724137931,16.3448275862069,23.7241379310345,12.5172413793103,23.9655172413793,12.3448275862069,16.1724137931034,7.20689655172414,2.55172413793103,21.5172413793103,71.7692307692308,24.3846153846154,61.6153846153846,7.57692307692308,20.7692307692308,15.4230769230769,21.8461538461538,13.5,23.1153846153846,14.5384615384615,18.6538461538462,9.30769230769231,2.07692307692308,20.2307692307692
"1106",69.8928571428571,24.1428571428571,58.2142857142857,5.32142857142857,18.8214285714286,16.2857142857143,23.8214285714286,13,22.2142857142857,12.0714285714286,12.1071428571429,6.67857142857143,3.53571428571429,18.4285714285714,61.4838709677419,22.741935483871,56.258064516129,5.25806451612903,17.1612903225806,10.741935483871,18.0967741935484,12.3870967741935,23.1612903225806,11.4838709677419,14.9032258064516,6.16129032258065,3.2258064516129,18.741935483871,57.7241379310345,20.4827586206897,54.9310344827586,6,19.9310344827586,10.7586206896552,18.7241379310345,12.7241379310345,22.1379310344828,11.1379310344828,14.9655172413793,7.48275862068965,3.03448275862069,19.8620689655172,61.5625,20.90625,52.5625,4.8125,16.46875,14.9375,24.53125,13.3125,22.28125,11.625,15.71875,7.3125,4.5625,22.3125,64.0357142857143,21.2142857142857,53.5,5.92857142857143,19.0714285714286,15.6785714285714,24.25,13.3571428571429,22.3214285714286,12.6428571428571,16.2142857142857,7.46428571428571,4.17857142857143,20.8214285714286,69.4827586206897,25.551724137931,54.9310344827586,5.68965517241379,17.3103448275862,12.6896551724138,20.0344827586207,11.4137931034483,24.7241379310345,14,13.7586206896552,5.75862068965517,4.75862068965517,17.6206896551724,71,26.2222222222222,57.3703703703704,6.37037037037037,18.037037037037,12.1851851851852,18.8518518518519,11.9259259259259,25.6666666666667,14.4814814814815,13.2222222222222,5.81481481481481,3.77777777777778,19.1111111111111,60.2068965517241,19.9655172413793,54.8620689655172,5.82758620689655,19.3103448275862,14.448275862069,22.551724137931,12.9655172413793,21.448275862069,9.3448275862069,14.1034482758621,6.17241379310345,2.72413793103448,20.1724137931034,66.1666666666667,22.9666666666667,56.2,5.8,18.6333333333333,14.4333333333333,23,13.1666666666667,22.4666666666667,10.2666666666667,15.8666666666667,5.96666666666667,2.76666666666667,21.3333333333333,57.9666666666667,19.4333333333333,51,4.53333333333333,15.1,14.5666666666667,22.4333333333333,11.2666666666667,22.4,10.3666666666667,15.7666666666667,6.7,2,17.4666666666667,61.4333333333333,20.5666666666667,48.7333333333333,5.53333333333333,16.5666666666667,14.7666666666667,22.4666666666667,11.7,22.7666666666667,10.2666666666667,17.2,7.06666666666667,3.13333333333333,18.7,63.6071428571429,23.4285714285714,55.2857142857143,6.10714285714286,17.6428571428571,10.6428571428571,16.4642857142857,12.2857142857143,23.8571428571429,11.6785714285714,17.0357142857143,8.35714285714286,3.14285714285714,18.1785714285714
"1107",66.03125,22.4375,51.09375,4.90625,13.46875,16.25,21.71875,10.34375,24.21875,11.0625,12.625,5.53125,3.0625,17.25,64.4117647058823,21.8235294117647,49.8823529411765,6,16.4705882352941,14.7647058823529,20.1176470588235,9.85294117647059,23.7352941176471,11.1764705882353,13.3823529411765,5.44117647058824,2.02941176470588,16.0294117647059,71.9393939393939,24.7272727272727,55.5151515151515,7.06060606060606,19.6666666666667,15.4242424242424,20.4545454545455,11.8787878787879,22.9090909090909,12.3030303030303,12.5151515151515,5.51515151515152,2.81818181818182,16.969696969697,62.90625,22.625,53.34375,7.4375,19.71875,10.21875,15.84375,11.75,24.34375,11.59375,12.84375,4.6875,2.8125,15.78125,62.71875,22.1875,54.25,6.0625,18.28125,12.28125,17.03125,12.46875,23.65625,11.875,16.15625,5.84375,3.03125,18.8125,64,23.0645161290323,55.258064516129,4.19354838709677,14.258064516129,13.6774193548387,19.0322580645161,13.7096774193548,25.1935483870968,11.8387096774194,15.2903225806452,5.16129032258065,2.03225806451613,20.1935483870968,68.2666666666667,24.0666666666667,55,5.73333333333333,16.6,14.4,19.8333333333333,12.4333333333333,25.0333333333333,12.3333333333333,14.2666666666667,5.33333333333333,2.43333333333333,20.4666666666667,68.25,24.25,53.25,6.84375,18.15625,12.90625,17.875,11,22.96875,13.125,13.375,5.90625,2.4375,19.21875,68.8709677419355,23.1935483870968,51.8709677419355,7.06451612903226,18.5161290322581,15.4193548387097,21.741935483871,11,22.9677419354839,12.6129032258065,14.1612903225806,6.38709677419355,2.58064516129032,19.0967741935484,67.3571428571429,23,52.5714285714286,6.21428571428571,16.3928571428571,15.1428571428571,20.9642857142857,11.0714285714286,22.6785714285714,13.0714285714286,14.7857142857143,8.03571428571429,2.42857142857143,17.2857142857143,57.8928571428571,21.3571428571429,53.3214285714286,4.82142857142857,16.25,10.3571428571429,14.0357142857143,10.2142857142857,22.5,11.2142857142857,15.75,6.71428571428571,2.25,16.9285714285714,65.9285714285714,24.0357142857143,57.4642857142857,7.92857142857143,22.1785714285714,9.92857142857143,13.5357142857143,8.25,20.25,11.9285714285714,12.5714285714286,6.85714285714286,2.03571428571429,15.8928571428571
"1108",61.9285714285714,21.5714285714286,52.6071428571429,4.42857142857143,14.7142857142857,14.3571428571429,21.7857142857143,9.60714285714286,20.7142857142857,8.92857142857143,11.6071428571429,5.42857142857143,3.71428571428571,18.8928571428571,59.125,20.65625,54.5,4.8125,16.4375,13,20.78125,10,22.625,8.9375,15.25,6.4375,3.8125,19.9375,60,21.25,52.25,4,13.4642857142857,13.5,19.5714285714286,8.85714285714286,20.8571428571429,9.28571428571429,15.9642857142857,6.60714285714286,3.32142857142857,19.6428571428571,65.6428571428571,21.9285714285714,59.4285714285714,4.14285714285714,12.8214285714286,17.6428571428571,27.8928571428571,10.5357142857143,24.8928571428571,9.10714285714286,16.8928571428571,7.78571428571429,3.67857142857143,21.7857142857143,60.6451612903226,21,55.3870967741936,4.35483870967742,14.0967741935484,14.2903225806452,23.3870967741935,11.4838709677419,22.8709677419355,8.67741935483871,20.7096774193548,6.90322580645161,3.16129032258065,21.6129032258065,69.2857142857143,24.0357142857143,60.8214285714286,6.39285714285714,18.9642857142857,14.8214285714286,21.9642857142857,9.85714285714286,21.2857142857143,10.6071428571429,15.0714285714286,8.39285714285714,1.71428571428571,19.4642857142857,67.0344827586207,23.5172413793103,56.6896551724138,6,17.3793103448276,14,20.2413793103448,11.5862068965517,20.9655172413793,9.51724137931035,17.1724137931034,6.48275862068965,1.55172413793103,21.8965517241379,66,23.0344827586207,56.4137931034483,4.6551724137931,16.8620689655172,15.2758620689655,22.5862068965517,12.448275862069,23.1379310344828,9.06896551724138,18.7586206896552,6.51724137931035,2.62068965517241,24.0689655172414,66,23.2857142857143,55.1428571428571,6.07142857142857,18.7857142857143,13.3571428571429,20.3571428571429,11.3214285714286,24.3214285714286,12.0357142857143,18.2857142857143,6.96428571428571,3.03571428571429,21.8928571428571,57.1785714285714,19.9642857142857,53.25,4.71428571428571,16.9285714285714,12.5357142857143,21.0714285714286,11.0714285714286,22.2857142857143,11.0357142857143,19.8571428571429,7.46428571428571,3.46428571428571,22.8928571428571,63.9655172413793,22.2758620689655,52.4137931034483,5.58620689655172,15.8965517241379,13.8275862068966,20.4137931034483,11.3448275862069,21.8275862068966,11.3448275862069,19.3103448275862,6.17241379310345,2.13793103448276,19.448275862069,69.0909090909091,24.9393939393939,58.7272727272727,5.21212121212121,16.3333333333333,14,20.9393939393939,13.1212121212121,23.2121212121212,13.8484848484848,18.4545454545455,8.18181818181818,3.51515151515152,19.6666666666667
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",63.9375,23.03125,46.5625,6.34375,16.59375,11.53125,16.25,7.125,22.9375,15.125,13.96875,6.03125,3.4375,17.21875,57.8333333333333,20.5333333333333,49.7,5.9,16.3,10.8666666666667,15.3333333333333,9,23.4333333333333,11.6,12.1333333333333,3.36666666666667,2.5,14.3666666666667,64.4516129032258,22.2258064516129,51.9032258064516,7.09677419354839,17.7096774193548,12.9032258064516,18,8.45161290322581,23.9032258064516,12.6129032258065,11.0967741935484,4.45161290322581,2.74193548387097,17.1935483870968,66.1612903225806,23.0967741935484,51.6774193548387,6.06451612903226,17.9677419354839,13.9032258064516,19.3548387096774,9.29032258064516,24.3870967741935,13.8709677419355,11.1612903225806,4.09677419354839,2.7741935483871,18,62.6129032258064,21.9677419354839,51.7096774193548,5.93548387096774,17.2258064516129,12.741935483871,18.4193548387097,9.80645161290323,25.5806451612903,14.4193548387097,14.7741935483871,3.51612903225806,2.61290322580645,19.0322580645161,64.4516129032258,23.3548387096774,50.0645161290323,7.09677419354839,18.8387096774194,10.6451612903226,16.4193548387097,9.51612903225806,23.4516129032258,13.0645161290323,13.2258064516129,5.41935483870968,2.51612903225806,17.9354838709677,65.09375,21.15625,47.78125,7.84375,19.15625,14.9375,20.09375,9.46875,22.5625,11.90625,13.625,4.59375,2.625,17.53125,64.8333333333333,22.6,52.8,5.73333333333333,16.7333333333333,13.9,19.0666666666667,10.4333333333333,24.1333333333333,13.4666666666667,13.8,5.76666666666667,2.36666666666667,18.7333333333333,63.7931034482759,22.5862068965517,54.2413793103448,5.68965517241379,16.7586206896552,12.9310344827586,18.7241379310345,12.6206896551724,22.1034482758621,13.0689655172414,15.5862068965517,6.55172413793103,3.06896551724138,18.8965517241379,67.1785714285714,24.2857142857143,53.75,6.35714285714286,17.3571428571429,12.25,17.1785714285714,10.0357142857143,25.2142857142857,12.8928571428571,15,6.57142857142857,2.78571428571429,17.9285714285714,67.4838709677419,23.4193548387097,53,6.64516129032258,18.0645161290323,14,20.7096774193548,11,23.4193548387097,13.258064516129,14.2258064516129,7.74193548387097,2.32258064516129,18.1935483870968,66.3666666666667,23.1666666666667,53.5333333333333,8.76666666666667,23.1333333333333,11.2666666666667,16.5333333333333,10,23.1333333333333,14.2333333333333,13.1666666666667,6.4,1.73333333333333,18.1333333333333
